Date,Open,High,Low,Close,Volume,Market Cap
"Dec 06, 2020",5.19,5.2,5.01,5.14,299285627,4547051376
"Dec 07, 2020",5.13,5.15,5.02,5.06,242900962,4483466813
"Dec 08, 2020",5.06,5.07,4.71,4.73,398505417,4194935616
"Dec 09, 2020",4.73,4.94,4.63,4.86,477599466,4309886799
"Dec 10, 2020",4.86,4.91,4.75,4.8,299121449,4253982261
"Dec 11, 2020",4.8,4.8,4.55,4.62,366039075,4098623898
"Dec 12, 2020",4.62,4.8,4.62,4.74,282782417,4205469340
"Dec 13, 2020",4.74,4.99,4.74,4.89,280953204,4339944731
"Dec 14, 2020",4.89,5,4.84,4.9,204385757,4348029101
"Dec 15, 2020",4.9,5.28,4.85,5.25,354033042,4672343779
"Dec 16, 2020",5.25,5.36,5.12,5.36,508481878,4771216326
"Dec 17, 2020",5.36,5.73,5.29,5.34,863948412,4758675487
"Dec 18, 2020",5.34,5.5,5.26,5.37,607402856,4785926664
"Dec 19, 2020",5.37,5.57,5.29,5.34,517648631,4761254337
"Dec 20, 2020",5.34,5.43,5.09,5.19,519415555,4628079243
"Dec 21, 2020",5.19,5.41,4.81,4.89,665375358,4365028373
"Dec 22, 2020",4.89,5.17,4.81,5.15,697260532,4603028363
"Dec 23, 2020",5.15,5.18,4.62,4.71,665441295,4207716404
"Dec 24, 2020",4.71,5.2,4.66,5.13,646511051,4582660904
"Dec 25, 2020",5.13,5.27,5.04,5.21,512565394,4659822224
"Dec 26, 2020",5.21,5.27,5.09,5.18,484934518,4632413801
"Dec 27, 2020",5.18,5.39,4.95,5.14,784179881,4592307413
"Dec 28, 2020",5.14,6.64,5.12,6.59,1746628677,5892566077
"Dec 29, 2020",6.58,7.61,6.2,7.52,2717983832,6727781087
"Dec 30, 2020",7.52,7.65,7.09,7.25,2059017629,6492175417
"Dec 31, 2020",7.25,9.43,7.17,9.29,2751292067,8318279231
"Jan 01, 2021",9.29,9.42,8.12,8.31,2791211123,7442884318
"Jan 02, 2021",8.31,9.76,7.94,9.21,3049232407,8254057307
"Jan 03, 2021",9.21,10.46,8.87,10.03,3032883074,8995148461
"Jan 04, 2021",10.06,10.51,8.78,9.47,2893262630,8492158903
"Jan 05, 2021",9.48,10.04,9.08,9.7,2080742171,8704252438
"Jan 06, 2021",9.71,10.37,9.49,10.1,2382484175,9059681060
"Jan 07, 2021",10.09,10.63,9.5,9.64,2521342761,8658771900
"Jan 08, 2021",9.65,9.8,8.86,9.31,2350202788,8357620979
"Jan 09, 2021",9.31,9.82,9.05,9.78,1478813230,8783858938
"Jan 10, 2021",9.78,9.99,8.75,9.31,1603968712,8361125118
"Jan 11, 2021",9.3,9.3,7.23,8.28,3251043299,7438402688
"Jan 12, 2021",8.27,8.62,7.97,8.26,1918790089,7431056432
"Jan 13, 2021",8.27,11.3,7.99,10.96,2915711373,9857235821
"Jan 14, 2021",10.95,14.55,10.93,14.54,5405054869,13082749823
"Jan 15, 2021",14.52,14.86,11.85,13.21,6159630996,11892435980
"Jan 16, 2021",13.2,19.32,13.19,18.18,8917081506,16377017838
"Jan 17, 2021",18.15,18.15,16.41,16.98,6091648732,15306722570
"Jan 18, 2021",17,18.1,15.82,16.51,3888179752,14889926543
"Jan 19, 2021",16.52,17.47,16.05,16.47,3414422602,14857593596
"Jan 20, 2021",16.45,18.13,14.83,17.95,4624508717,16197751625
"Jan 21, 2021",17.98,18.06,15.05,15.94,4843725549,14394680976
"Jan 22, 2021",15.93,17.98,14.89,17.16,2991599976,15498857928
"Jan 23, 2021",17.16,18.75,16.87,18.6,2842317183,16800498070
"Jan 24, 2021",18.6,18.72,17.38,18,2800444854,16268654954
"Jan 25, 2021",18,19.05,17.12,17.25,3351498659,15598550884
"Jan 26, 2021",17.24,17.77,16.08,17.12,2588253411,15487077235
"Jan 27, 2021",17.12,17.12,15.08,15.5,2973163194,14031295907
"Jan 28, 2021",15.5,17.46,15.36,16.94,2960951225,15338599024
"Jan 29, 2021",17.1,17.64,16.03,16.84,3657663583,15249211491
